sugars_100g_scaled,carbohydrates_100g_scaled,fiber_100g_scaled,fat_100g_scaled,saturated-fat_100g_scaled,proteins_100g_scaled,salt_100g_scaled,sodium_100g_scaled,energy_100g_scaled,nutrition-score-fr_100g_scaled,additives_n_scaled,product_name,ingredients_text,categories,main_category,nutrition_grade_fr,countries_en
1.8075034867407125,1.1653442460883487,-0.9447682687543812,-0.1822911514533661,1.1554661088768292,-0.7596263578098744,-0.0433576446282331,-0.0433308730792215,0.35685238645341827,1.6485382279174683,0.8471499709856655,whoppers,sugar corn syrup partially hydrogenated palm kernel oil whey milk cocoa contains or less of malted milk barley malt wheat flour milk salt sodium bicarbonate resinous glaze sorbitan tristearate soy lecithin salt natural and artificial flavors calcium carbonate tapioca dextrin,sugary snacks confectioneries candies bonbons chocolates,en sugary snacks,e,united states
-1.0540498521682775,-1.0064341184851893,3.252281072688473,0.5891527796641819,-0.6750766373382915,4.955972477875711,-0.021727062190518287,-0.021609947016951108,0.5680742700266393,-0.8969778521185643,-0.9733835905092348,soynuts roasted salted,organic roasted soy nuts organic soybeans organic soybean oil salt,salty snacks nuts,en plant based foods and beverages,c,united states
-1.140150605160645,-2.044357643640273,-0.5250633346100958,-1.5564256537564989,-1.1177569092988109,-1.0277223102017814,-0.01740094570297533,-0.01752130211111197,-2.2763804287594045,-2.2970116961383824,-0.9733835905092348,cut green beans,green beans water salt,plant based foods and beverages plant based foods canned foods fruits and vegetables based foods vegetables based foods canned vegetables canned beans,en plant based foods and beverages,a,united states
-1.0981375871342487,-2.0088275272464315,-0.7371776845608604,-1.5564256537564989,-1.1177569092988109,-1.0288901208220325,-0.06458579762524623,-0.06454071852826203,-2.2527235777992036,-2.424287500140184,-0.2451701659112747,diced tomatoes in tomato juice,tomatoes tomato juice salt citric acid calcium chloride,canned tomatoes,en plant based foods and beverages,a,united states
-1.106955134127443,-1.5082970125481951,0.21633160893819295,-1.4326731898063922,-1.1177569092988109,-0.39593676464599314,-0.07706111028699802,-0.07706219355239435,-1.831406327365152,-2.424287500140184,-0.9733835905092348,garbanzo beans,water organic garbanzo beans sea salt,canned beans,en plant based foods and beverages,a,united states
1.2628902901022425,1.0054587223160638,-0.5175237250146894,-0.10996828291109607,0.3445502953755774,-0.048930180342840336,-0.08249390773647058,-0.08249494022846014,0.46668776591149325,1.2667108159120632,-0.2451701659112747,mini crepes chocolait,chocolat au lait sucre beurre de cacao poudre de lait entier pate de cacao emulsifiant lecithines soja arome farine de ble sucre fructose lait ecreme en poudre graisse de coprah emulsifiant lecithines soja sel colorant caramel ordinaire,snacks sucres biscuits et gateaux biscuits crepes et galettes biscuits au chocolat crepes biscuits au chocolat au lait crepes au chocolat,en sugary snacks,e,france
-1.2267700373879065,0.1882660452577183,-0.04755472690102852,1.0230899909178028,0.06937066685957882,-0.5711083576836424,-0.002209234316487258,-0.0021888837142152156,0.5680742700266393,-0.13332302810775457,-0.9733835905092348,original kettle style potato chips,potatoes vegetable oil peanut oil corn oil or sunflower oil salt,salty snacks appetizers chips and fries crisps potato crips potato chips,en salty snacks,d,united states
0.1632903121274267,-0.8021359492206028,1.7192271216225203,2.107933019051855,2.5513048042478363,0.10121689940371607,-0.08217196418390924,-0.08217299968469328,1.0510683104640715,0.37578018789945195,-0.9733835905092348,swiss dark chocolate,cocoa mass sugar cocoa butter cocoa powder flavouring,sugary snacks chocolates,en sugary snacks,d,united kingdom
1.0761657655404813,0.850014463093009,-0.2662034051678119,-0.13407590575851952,0.22490697862949102,-0.31585832211449644,-0.02112341802946578,-0.021125024072902163,0.3399546357675606,1.2667108159120632,1.2112566832846456,reduced fat belgian chocolate chunk cookies,farine de ble contient gluten avec farine de ble carbonate de calcium fer niacine thiamine sucre morceaux de chocolat noir sucre masse de cacao beurre de cacao emulsifiant lecitihine de soja arome vanille morceaux de chocolat au lait sucre lait en poudre entier beurre de caca masse de cacao emulsifiant lecithine de soja arome vanille beurre lait fecule de mais sirop de sucre inverti poudre a lever e bicarbonate de soude e emulsifiant lecithine de soja sel arome vanille,snacks sucres biscuits et gateaux biscuits cookies,en sugary snacks,e,france united kingdom
0.6249148311828919,0.9255159604299216,-0.31646746913718743,-0.4876543741873956,-0.1871977790514729,-0.14902823350721142,-0.019111270825957434,-0.019112895674359413,0.17238527479947188,0.5030559919012536,1.2112566832846456,all butter reduced fat stem ginger cookies,farine de ble contient gluten avec farine de ble carbonate de calcium fer niacine thiamine eau fromage mozzarella lait sucre gingembre confit cristallise gingembre sucre de canne beurre lait flocons davoine contient gluten avoine grossierement moulue contient gluten fecule de mais lait en poudre ecreme emulsifiant lecithine de soja poudre a lever e bicarbonate de soude e sirop de sucre inverti gingembre moulu sel,snacks sucres biscuits et gateaux biscuits cookies cookies au gingembre,en sugary snacks,d,france united kingdom
-0.967430419941016,-1.9701885256681295,-0.9447682687543812,-1.5564256537564989,-1.1177569092988109,-1.16669177401165,6.030409296521909,6.030351134544812,-2.3481958691742997,0.1212285798958487,-0.9733835905092348,up,desconocido,beverages carbonated drinks sodas sugared beverages,en beverages,e,saudi arabia
-0.0026870430385831762,-0.3180381133545175,1.5433028977297063,1.2802379679569853,-0.6125962385931132,-0.3659073486966819,-0.002008019596136422,-0.0020098042867448553,0.7004399837325246,-0.13332302810775457,-0.9733835905092348,sweet potato parsnip and beetroot hand cooked vegetable crisps,melange de legumes en proportion variable panais patates douces betterave huie de tournesol sel de mer,snacks sales aperitif chips et frites chips chips de panais chips de patate douce chips de betterave,en salty snacks,d,france united kingdom
1.1280336890298592,0.6013036483361212,0.16104113857187996,-1.1626678139152502,-0.7322395553391994,-0.7829825702148945,-0.08250416968720847,-0.08250520208329272,-0.5105654820872763,-0.5151504401131595,0.4830432586866854,christmas pudding,sultanas sugar cider fortified wheat flour wheat flour calcium carbonate iron niacin thiamin palm oil humectant glycerine orange peel candied citrus peel glucose syrup orange peel sugar lemon peel acid citric acid raisins sherry rum brandy treacle molasses lemon peel mixed spice coriander cinnamon clove fennel ginger nutmeg cardamom salt yeast orange oil,desserts sugary snacks biscuits and cakes cakes christmas puddings puddings,en sugary snacks,c,united kingdom
1.060605388493668,0.3437103044807732,-0.11541121325968547,-0.8653404654636953,-0.7189458534785231,-0.6328354904683379,-0.07552785411792468,-0.0755289517127047,-0.44438262523433364,-0.2605988321095562,1.9394701078826055,orange cranberry pudding,cranberries sugar cranberries sunflower oil demerara sugar orange and cranberry marmalade glucose fructose syrup oranges cranberries acid citric acid gelling agent pectin sodium citrate fortified wheat flour wheat flour calcium carbonate iron niacin thiamin stout wheat barley orange liqueur sultanas currants vegetable suet palm oil rice flour sunflower oil candied citrus peel glucose syrup orange peel sugar lemon peel acid citric acid almonds sherry pecan nuts cream cows milk water mixed spice coriander cinnamon clove fennel ginger nutmeg cardamom salt yeast spirit vinegar wheat protein emulsifier mono and diglycerides of fatty acids mono and diacetyltartaric acid esters of mono and diglycerides of fatty acids rapeseed oil palm oil flour treatment agent ascorbic acid,desserts sugary snacks biscuits and cakes cakes christmas puddings puddings,en sugary snacks,d,united kingdom
-1.1074738133623367,0.7789542303053271,1.2919825778828289,-0.6885512312492571,-0.8651765739459619,0.35146203231464357,0.0362227772705223,0.03622063528556979,0.09352910493213602,-0.8969778521185643,-0.2451701659112747,rye wheat crackers,farine de seigle contient gluten farine de ble contient gluten avec farine de ble carbonate de calcium fer niacine thiamine huile de colza margarine huile de palme huile de colza sel sel de mer poivre noir grossierement moulu miel lait en poudre ecreme,snacks sales aperitif biscuits aperitifs,en salty snacks,c,france
0.5678601153445759,0.5391259446468992,0.022814962656097244,0.6052245282291308,0.9294731772453327,-0.5243959328736026,-0.0632779019429658,-0.06326301699518729,0.5680742700266393,0.6303317959030552,-0.9733835905092348,milano lemon flavored chocolate,desconocido,sugary snacks biscuits and cakes biscuits cookies,en sugary snacks,e,united states
0.6041676617871404,0.592421119237661,-0.9447682687543812,0.645403899641503,0.9693542828273614,-0.5127178266710927,-0.057543282412966995,-0.05764113024965848,0.624400105646165,1.2667108159120632,0.4830432586866854,milano dulce de leche,unbleached enriched wheat flour flour niacin reduced iron thiamine mononitrate vitamin b riboflavin vitamin b folic acid sugar vegetable oils palm kernel palm and or interesterified and hydrogenated soybean and or hydrogenated cottonseed milk chocolate sugar cocoa butter whole milk powder chocolate liquor processed with alkali dutched chocolate liquor skim milk powder soy lecithin vanilla extract eggs contains percent or less of cornstarch dehydrated reduced mineral whey milk nonfat milk egg whites salt annatto extract for color caramel color soy lecithin natural flavors and leavening baking soda,sugary snacks biscuits and cakes biscuits cookies,en sugary snacks,e,united states
0.36038842138706356,0.5213608864499788,-0.35416551711421906,0.9025518766806859,0.7566550530565413,0.009460350669709355,-0.03953456494156722,-0.03949776847999732,0.8074590714096233,0.8848834039066584,0.11893654638770537,milano distinctive cookies,unbleached enriched wheat flour flour niacin reduced iron thiamin mononirate vitamin b riboflavin vitamin b folic acid semi sweet chocolate sugar chocolate liquor cocoa butter chocolate liquor processed with alkali dutched milk fat soy lecithin added as an emulsifier vanilla extract sugar vegetable oils palm and or interesterified and hydrogenated soybean and or hydrogenated cottonseed nonfat milk whole eggs contains percent or less of cornstarch egg whites salt natural flavor baking soday and lecithin,sugary snacks biscuits and cakes biscuits cookies chocolate cookies,en sugary snacks,e,united states
0.45375068366794397,0.6812464102222638,-0.20588652840456134,0.573081031099233,0.4508999102609875,-0.1857308530008141,-0.057543282412966995,-0.05764113024965848,0.7370517768852162,0.7576075999048568,0.11893654638770537,milano dark chocolate,unbleached enriched wheat flour flour niacin reduced iron thiamine mononitrate vitamin b riboflavin vitamin b folic acid dark chocolate sugar chocolate liquor chocolate liquor processed with alkali dutched cocoa butter butter oil soy lecithin vanilla extract sugar vegetable oils palm and or interesterified and hydrogenated soybean and or hydrogenated cottonseed eggs contains percent or less of cornstarch egg whites dehydrated skim milk salt soy lecithin natural flavors and leavening baking soda,sugary snacks biscuits and cakes biscuits cookies chocolate cookies,en sugary snacks,e,united states
0.4330035142721928,0.6501575583776528,0.06051301063312885,0.6936191453363498,1.5409834628364405,-0.4993714195825099,-0.036214522055778436,-0.03617574449400302,0.694807400170572,0.7576075999048568,0.11893654638770537,milano orange flavored chocolate,unbleached enriched wheat flour flour niacin reduced iron thiamine mononitrate vitamin b riboflavin vitamin b folic acid sugar vegetable oils palm kernel palm and or interesterified and hydrogenated soybean and or hydrogenated cottonseed dark chocolate sugar chocolate liquor chocolate liquor processed with alkali dutched cocoa butter butter oil soy lecithin vanilla extract eggs contains percent or less of cornstarch egg whites dehydrated skim milk salt natural flavors soy lecithin milkfat and leavening baking soda,sugary snacks biscuits and cakes biscuits cookies,en sugary snacks,e,united states
0.4330035142721928,0.6501575583776528,0.06051301063312885,0.6936191453363498,1.2751094256229154,-0.4993714195825099,-0.06176879154033453,-0.061729775155497615,0.694807400170572,0.6303317959030552,-0.9733835905092348,milano raspberry flavored chocolate,desconocido,sugary snacks biscuits and cakes biscuits cookies,en sugary snacks,e,united states
0.7701450169531505,0.7123352620668749,-0.9447682687543812,0.2998613054951015,0.6768928418924838,-0.5243959328736026,-0.04365946670875935,-0.04358641338583645,0.5680742700266393,1.5212624239156667,0.11893654638770537,tahoe white chocolate macadamia,unbleached enriched wheat flour flour niacin reduced iron thiamine mononitrate vitamin b riboflavin vitamin b folic acid white chocolate sugar cocoa butter skim milk powder soy lecithin vanilla extract sugar vegetable oils palm and or interesterified and hydrogenated soybean and or hydrogenated cottonseed macadamia nuts butter brown sugar sugar invert sugar molasses eggs contains percent or less of leavening baking soda cream of tartar ammonium bicarbonate salt cornstarch natural flavors and tree nut meal pecan macadamia walnut cashew almond,sugary snacks biscuits and cakes biscuits cookies biscuits et gateaux snacks sucres chocolate cookies,en sugary snacks,e,united states
0.7701450169531505,0.7123352620668749,-0.9447682687543812,0.2998613054951015,0.6768928418924838,-0.5243959328736026,-0.04365946670875935,-0.04358641338583645,0.5680742700266393,1.5212624239156667,0.11893654638770537,sausalito milk chocolate macadamia,unbleached enriched wheat flour flour niacin reduced iron thiamine mononitrate vitamin b riboflavin vitamin b folic acid milk chocolate sugar cocoa butter skim milk powder chocolate liquor butter oil soy lecithin vanilla extract sugar vegetable oils palm and or interesterified and hydrogenated soybean and or hydrogenated cottonseed macadamia nuts butter brown sugar sugar invert sugar molasses eggs coconut contains percent or less of leavening baking soda cream of tartar ammonium bicarbonate salt cornstarch natural flavors and tree nut meal pecan macadamia walnut cashew almond,sugary snacks biscuits and cakes biscuits cookies biscuits et gateaux snacks sucres cookies with milk chocolate,en sugary snacks,e,united states
0.25665257440830735,0.8233668757976285,-0.9447682687543812,0.4525429168621161,0.3046691897935485,-0.5711083576836424,-0.0068371728845564765,-0.006788609233284246,0.5680742700266393,1.5212624239156667,-0.9733835905092348,double chocolate nantuket dark chocolate,desconocido,sugary snacks biscuits and cakes biscuits cookies biscuits et gateaux snacks sucres chocolate cookies,en sugary snacks,e,united states
0.6404752082297052,0.6501575583776528,0.06051301063312885,0.6936191453363498,1.0092353884093903,-0.4993714195825099,-0.06679915954910542,-0.06684058128779653,0.694807400170572,0.6303317959030552,0.11893654638770537,milano cookies mint chocolate,unbleached enriched wheat flour flour niacin reduced iron thiamin mononitrate vitamin b riboflavin vitamin b folic acid sugar vegetable palm kernel palm and or interesterfied and hydrogenated soybean and or hydrogenated cottonseed semi sweet chocolate sugar chocolate liquor cocoa butter chocolate liquor processed with alkali dutched milkfat soy lecithin vanilla extract nonfat milk whole eggs contains or less of cornstarch egg whites dehydrated skim milk salt soy lecithin milkfat peppermint oil natural flavors leavening baking soda,sugary snacks biscuits and cakes biscuits cookies,en sugary snacks,e,united states
